Index	Season	Lv	NeedEXP	FreeReward	FreeNum	RewardType	PayReward	PayRewardType	PayNum	StageReward	GrandReward	BuyLevel	FreeShowType	PayShowType	FreeActor	FreeActorSkillName	PayActor	PayActorSkillName	FreeSpecialReward	PaySpecialReward	Unnamed: 21	Unnamed: 22	Unnamed: 23	Unnamed: 24
684	4	84	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
685	4	85	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
686	4	86	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
687	4	87	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
688	4	88	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
689	4	89	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
690	4	90	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
691	4	91	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
692	4	92	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
693	4	93	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
694	4	94	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
695	4	95	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
696	4	96	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
697	4	97	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
698	4	98	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
699	4	99	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
700	4	100	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
701	4	101	1000	#	0	1	60102	1	5	0	2	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
702	4	102	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
703	4	103	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
704	4	104	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
705	4	105	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
706	4	106	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
707	4	107	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
708	4	108	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
709	4	109	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
710	4	110	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
711	4	111	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
712	4	112	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
713	4	113	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
714	4	114	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
715	4	115	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
716	4	116	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
717	4	117	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
718	4	118	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
719	4	119	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
720	4	120	1000	#	0	1	60102	1	20	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	20.0
721	4	121	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
722	4	122	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
723	4	123	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
724	4	124	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
725	4	125	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
726	4	126	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
727	4	127	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
728	4	128	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
729	4	129	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
730	4	130	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
731	4	131	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
732	4	132	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
733	4	133	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
734	4	134	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
735	4	135	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
736	4	136	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
737	4	137	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
738	4	138	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
739	4	139	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
740	4	140	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
741	4	141	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
742	4	142	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
743	4	143	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
744	4	144	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
745	4	145	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
746	4	146	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
747	4	147	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
748	4	148	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
749	4	149	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
750	4	150	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
751	4	151	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
752	4	152	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
753	4	153	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
754	4	154	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
755	4	155	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
756	4	156	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
757	4	157	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
758	4	158	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
759	4	159	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
760	4	160	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
761	4	161	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
762	4	162	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
763	4	163	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
764	4	164	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
765	4	165	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
766	4	166	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
767	4	167	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
768	4	168	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
769	4	169	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
770	4	170	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
771	4	171	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
772	4	172	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
773	4	173	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
774	4	174	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
775	4	175	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
776	4	176	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
777	4	177	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
778	4	178	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
779	4	179	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
780	4	180	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
781	4	181	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
782	4	182	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
783	4	183	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
784	4	184	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
785	4	185	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
786	4	186	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
787	4	187	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
788	4	188	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
789	4	189	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
790	4	190	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
791	4	191	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
792	4	192	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
793	4	193	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
794	4	194	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
795	4	195	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
796	4	196	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
797	4	197	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
798	4	198	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
799	4	199	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
800	4	200	1000	#	0	1	60102	1	20	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	20.0
801	5	1	1000	60102	10	1	7015	1	1	1	0	20	1	2	#	#	#	#	0	1	号角	10.0	圣诞刀光	1.0
802	5	2	1000	60212	1	1	60217	1	1	0	2	20	1	1	#	#	#	#	0	0	经验翻倍6h	1.0	快速复活24h	1.0
803	5	3	1000	60102	10	1	60305	1	1	0	2	20	1	1	#	#	#	#	0	0	号角	10.0	暴击Ⅰ	1.0
804	5	4	1000	60101	10	1	60101	1	15	0	1	20	1	1	#	#	#	#	0	0	钥匙	10.0	钥匙	15.0
805	5	5	1000	60102	10	1	60102	1	50	0	0	20	1	1	#	#	#	#	0	0	号角	10.0	号角	50.0
806	5	6	1000	60202	1	1	60213	1	1	0	1	20	1	1	#	#	#	#	0	0	生命值强化2h	1.0	道具特权24h	1.0
807	5	7	1000	60102	10	1	60102	1	10	0	0	20	1	1	#	#	#	#	0	0	号角	10.0	号角	10.0
808	5	8	1000	60103	1	1	60103	1	1	0	0	20	1	1	#	#	#	#	0	0	黄金宝箱	1.0	黄金宝箱	1.0
809	5	9	1000	60101	10	1	60101	1	15	0	0	20	1	1	#	#	#	#	0	0	钥匙	10.0	钥匙	15.0
810	5	10	1000	202016	120	1	60349	1	1	1	1	20	1	1	#	#	#	#	1	1	流氓皇帝	120.0	暴击Ⅲ	1.0
811	5	11	1000	60101	15	1	60101	1	20	0	2	20	1	1	#	#	#	#	0	0	钥匙	15.0	钥匙	20.0
812	5	12	1000	60206	1	1	60102	1	10	0	0	20	1	1	#	#	#	#	0	0	经验翻倍2h	1.0	号角	10.0
813	5	13	1000	60102	10	1	60103	1	2	0	0	20	1	1	#	#	#	#	0	0	号角	10.0	黄金宝箱	2.0
814	5	14	1000	60101	15	1	60101	1	20	0	0	20	1	1	#	#	#	#	0	0	钥匙	15.0	钥匙	20.0
815	5	15	1000	60102	10	1	60317	1	1	0	0	20	1	1	#	#	#	#	0	0	号角	10.0	铁锭Ⅰ	1.0
816	5	16	1000	60101	15	1	60101	1	20	0	2	20	1	1	#	#	#	#	0	0	钥匙	15.0	钥匙	20.0
817	5	17	1000	60205	1	1	60305	1	1	0	0	20	1	1	#	#	#	#	0	0	快速复活2h	1.0	暴击Ⅰ	1.0
818	5	18	1000	60102	10	1	60102	1	10	0	0	20	1	1	#	#	#	#	0	0	号角	10.0	号角	10.0
819	5	19	1000	60103	1	1	60103	1	2	0	0	20	1	1	#	#	#	#	0	0	黄金宝箱	1.0	黄金宝箱	2.0
820	5	20	1000	60102	10	1	60311	1	1	0	0	20	1	1	#	#	#	#	0	0	号角	10.0	成长Ⅰ	1.0
821	5	21	1000	60102	10	1	60305	1	1	0	0	20	1	1	#	#	#	#	0	0	号角	10.0	暴击Ⅰ	1.0
822	5	22	1000	60206	1	1	60214	1	1	0	0	20	1	1	#	#	#	#	0	0	经验翻倍2h	1.0	生命值强化24h	1.0
823	5	23	1000	60102	10	1	60103	1	2	0	0	20	1	1	#	#	#	#	0	0	号角	10.0	黄金宝箱	2.0
824	5	24	1000	60101	15	1	60101	1	20	0	0	20	1	1	#	#	#	#	0	0	钥匙	15.0	钥匙	20.0
825	5	25	1000	6016	1	1	3018	1	1	1	0	20	2	3	#	#	g1008_pet_18.actor	taunt	1	1	圣诞箭	1.0	驯鹿	1.0
826	5	26	1000	60101	15	1	60101	1	20	0	1	20	1	1	#	#	#	#	0	0	钥匙	15.0	钥匙	20.0
827	5	27	1000	60201	1	1	60102	1	10	0	0	20	1	1	#	#	#	#	0	0	道具特权2h	1.0	号角	10.0
828	5	28	1000	60102	10	1	60319	1	1	0	0	20	1	1	#	#	#	#	0	0	号角	10.0	铁墓Ⅰ	1.0
829	5	29	1000	60103	1	1	60103	1	1	0	0	20	1	1	#	#	#	#	0	0	黄金宝箱	1.0	黄金宝箱	1.0
830	5	30	1000	60103	20	1	60104	1	2	1	0	20	1	1	#	#	#	#	0	1	黄金宝箱	20.0	钻石宝箱	2.0
831	5	31	1000	#	0	1	60101	1	25	0	2	20	1	1	#	#	#	#	0	0	0	0.0	钥匙	25.0
832	5	32	1000	60101	20	1	60102	1	10	0	0	20	1	1	#	#	#	#	0	0	钥匙	20.0	号角	10.0
833	5	33	1000	#	0	1	60207	1	1	0	0	20	1	1	#	#	#	#	0	0	0	0.0	道具特权6h	1.0
834	5	34	1000	60101	20	1	60101	1	25	0	0	20	1	1	#	#	#	#	0	0	钥匙	20.0	钥匙	25.0
835	5	35	1000	60102	10	1	60102	1	10	0	0	20	1	1	#	#	#	#	0	0	号角	10.0	号角	10.0
836	5	36	1000	#	0	1	60101	1	25	0	0	20	1	1	#	#	#	#	0	0	0	0.0	钥匙	25.0
837	5	37	1000	60202	1	1	60103	1	2	0	0	20	1	1	#	#	#	#	0	0	生命值强化2h	1.0	黄金宝箱	2.0
838	5	38	1000	#	0	1	60101	1	25	0	0	20	1	1	#	#	#	#	0	0	0	0.0	钥匙	25.0
839	5	39	1000	60101	20	1	60101	1	25	0	0	20	1	1	#	#	#	#	0	0	钥匙	20.0	钥匙	25.0
840	5	40	1000	60218	1	1	60102	1	10	0	0	20	1	1	#	#	#	#	0	0	经验翻倍24h	1.0	号角	10.0
841	5	41	1000	#	0	1	60101	1	25	0	0	20	1	1	#	#	#	#	0	0	0	0.0	钥匙	25.0
842	5	42	1000	60101	20	1	60102	1	10	0	0	20	1	1	#	#	#	#	0	0	钥匙	20.0	号角	10.0
843	5	43	1000	#	0	1	60211	1	1	0	0	20	1	1	#	#	#	#	0	0	0	0.0	快速复活6h	1.0
844	5	44	1000	60103	1	1	60103	1	2	0	0	20	1	1	#	#	#	#	0	0	黄金宝箱	1.0	黄金宝箱	2.0
845	5	45	1000	60104	2	1	60349	1	1	1	0	20	1	1	#	#	#	#	1	1	钻石宝箱	2.0	暴击Ⅲ	1.0
846	5	46	1000	#	0	1	60101	1	25	0	1	20	1	1	#	#	#	#	0	0	0	0.0	钥匙	25.0
847	5	47	1000	60205	1	1	60103	1	2	0	0	20	1	1	#	#	#	#	0	0	快速复活2h	1.0	黄金宝箱	2.0
848	5	48	1000	#	0	1	60319	1	1	0	0	20	1	1	#	#	#	#	0	0	0	0.0	铁墓Ⅰ	1.0
849	5	49	1000	60101	20	1	60101	1	25	0	0	20	1	1	#	#	#	#	0	0	钥匙	20.0	钥匙	25.0
850	5	50	1000	60102	10	1	60102	1	10	0	0	20	1	1	#	#	#	#	0	0	号角	10.0	号角	10.0
851	5	51	1000	#	0	1	60101	1	25	0	2	20	1	1	#	#	#	#	0	0	0	0.0	钥匙	25.0
852	5	52	1000	60101	20	1	60101	1	25	0	0	20	1	1	#	#	#	#	0	0	钥匙	20.0	钥匙	25.0
853	5	53	1000	#	0	1	60102	1	10	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	10.0
854	5	54	1000	60201	1	1	60218	1	1	0	0	20	1	1	#	#	#	#	0	0	道具特权2h	1.0	经验翻倍24h	1.0
855	5	55	1000	60102	20	1	60102	1	10	0	0	20	1	1	#	#	#	#	0	0	号角	20.0	号角	10.0
856	5	56	1000	#	0	1	60101	1	25	0	2	20	1	1	#	#	#	#	0	0	0	0.0	钥匙	25.0
857	5	57	1000	60102	20	1	60102	1	10	0	0	20	1	1	#	#	#	#	0	0	号角	20.0	号角	10.0
858	5	58	1000	#	0	1	60101	1	25	0	0	20	1	1	#	#	#	#	0	0	0	0.0	钥匙	25.0
859	5	59	1000	60103	1	1	60103	1	2	0	0	20	1	1	#	#	#	#	0	0	黄金宝箱	1.0	黄金宝箱	2.0
860	5	60	1000	2004	1	1	5017	1	1	1	0	20	2	1	#	#	#	#	1	1	腾云拖尾	1.0	骑马	1.0
861	5	61	1000	#	0	1	60311	1	1	0	0	20	1	1	#	#	#	#	0	0	0	0.0	成长Ⅰ	1.0
862	5	62	1000	#	0	1	60101	1	10	0	0	20	1	1	#	#	#	#	0	0	0	0.0	钥匙	10.0
863	5	63	1000	#	0	1	60319	1	1	0	0	20	1	1	#	#	#	#	0	0	0	0.0	铁墓Ⅰ	1.0
864	5	64	1000	#	0	1	60101	1	10	0	0	20	1	1	#	#	#	#	0	0	0	0.0	钥匙	10.0
865	5	65	1000	#	0	1	60102	1	10	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	10.0
866	5	66	1000	#	0	1	60101	1	10	0	2	20	1	1	#	#	#	#	0	0	0	0.0	钥匙	10.0
867	5	67	1000	#	0	1	60208	1	1	0	0	20	1	1	#	#	#	#	0	0	0	0.0	生命值强化6h	1.0
868	5	68	1000	#	0	1	60101	1	10	0	0	20	1	1	#	#	#	#	0	0	0	0.0	钥匙	10.0
869	5	69	1000	#	0	1	60101	1	10	0	0	20	1	1	#	#	#	#	0	0	0	0.0	钥匙	10.0
870	5	70	1000	#	0	1	60349	1	1	1	0	20	1	1	#	#	#	#	0	1	0	0.0	暴击Ⅲ	1.0
871	5	71	1000	#	0	1	60102	1	10	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	10.0
872	5	72	1000	#	0	1	60101	1	10	0	0	20	1	1	#	#	#	#	0	0	0	0.0	钥匙	10.0
873	5	73	1000	#	0	1	60103	1	2	0	0	20	1	1	#	#	#	#	0	0	0	0.0	黄金宝箱	2.0
874	5	74	1000	#	0	1	60317	1	1	0	0	20	1	1	#	#	#	#	0	0	0	0.0	铁锭Ⅰ	1.0
875	5	75	1000	#	0	1	60102	1	10	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	10.0
876	5	76	1000	#	0	1	60102	1	10	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	10.0
877	5	77	1000	#	0	1	60101	1	10	0	0	20	1	1	#	#	#	#	0	0	0	0.0	钥匙	10.0
878	5	78	1000	#	0	1	60101	1	10	0	0	20	1	1	#	#	#	#	0	0	0	0.0	钥匙	10.0
879	5	79	1000	#	0	1	60101	1	10	0	0	20	1	1	#	#	#	#	0	0	0	0.0	钥匙	10.0
880	5	80	1000	#	0	1	2016	1	1	1	0	20	1	2	#	#	#	#	0	1	0	0.0	圣诞拖尾	1.0
881	5	81	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
882	5	82	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
883	5	83	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
884	5	84	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
885	5	85	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
886	5	86	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
887	5	87	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
888	5	88	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
889	5	89	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
890	5	90	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
891	5	91	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
892	5	92	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
893	5	93	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
894	5	94	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
895	5	95	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
896	5	96	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
897	5	97	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
898	5	98	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
899	5	99	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
900	5	100	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
901	5	101	1000	#	0	1	60102	1	5	0	2	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
902	5	102	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
903	5	103	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
904	5	104	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
905	5	105	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
906	5	106	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
907	5	107	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
908	5	108	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
909	5	109	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
910	5	110	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
911	5	111	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
912	5	112	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
913	5	113	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
914	5	114	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
915	5	115	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
916	5	116	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
917	5	117	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
